Column Name,Data Type in Teradata Base Tables,Data Type in Teradata API_PRVDR_PROFILE View,Data Type in Kafka Connect,Data Type in Materialize Server,Data Type in PostgreSQL Bridge DB,Data Type in Hasura GraphQL
PRVDR_6_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_6_PIN_NUM,varchar(20) character set latin not casespecific default '~' compress '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_7_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_7_PIN_NUM,varchar(20) character set latin not casespecific default '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~',,,,
PRVDR_8_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_8_PIN_NUM,varchar(20) character set latin not casespecific default '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~',,,,
PRVDR_9_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_9_PIN_NUM,varchar(20) character set latin not casespecific default '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~',,,,
PRVDR_10_PIN_CNTRCTR_NUM,varchar(5) character set latin not casespecific default '~' compress '~',VARCHAR(5) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_10_PIN_NUM,varchar(20) character set latin not casespecific default '~',VARCHAR(20) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~',,,,
PRVDR_PRCTC_ADR_CNT,integer default 0  compress 0 ,INTEGER DEFAULT 0  COMPRESS 0 ,,,,
PRVDR_PRCTC_FIPS_CNTY_CD,"char(3) character set latin not casespecific default '~  ' compress ('   ','~  ')","CHAR(3) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~  ' COMPRESS ('   ','~  ')",,,,
PRVDR_PRCTC_FIPS_STATE_CD,"char(2) character set latin not casespecific default '~ ' compress ('  ','~ ')","CHAR(2) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~ ' COMPRESS ('  ','~ ')",,,,
PRVDR_PRCTC_GEO_LAT_QTY,"decimal(10,5) default 0.00000  compress 0.00000",FLOAT,,,,
PRVDR_PRCTC_GEO_LON_QTY,"decimal(10,5) default 0.00000  compress 0.00000",FLOAT,,,,
PRVDR_PRCTC_LINE_ADR,varchar(200) character set latin not casespecific default '~' compress '~',VARCHAR(200) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
PRVDR_PRCTC_PLC_NAME,varchar(100) character set latin not casespecific default '~' compress '~',VARCHAR(100) CHARACTER SET LATIN NOT CASESPECIFIC DEFAULT '~' COMPRESS '~',,,,
